epoch,train_loss,val_loss
1,39.15549405415853,39.21915225982666
2,21.008925247192384,21.092317295074462
3,17.80688254038493,17.870244789123536
4,16.120575698216758,16.171593952178956
5,15.212213389078777,15.257197713851928
6,14.519560686747234,14.55974588394165
7,13.96613696416219,14.0032169342041
8,13.438033072153727,13.467727756500244
9,12.51231861114502,12.54405493736267
10,10.091848834355671,10.125137519836425
11,7.121201101938883,7.154899835586548
12,5.687672273317973,5.721782541275024
13,4.439745354652405,4.482126951217651
14,4.070704877376556,4.109483122825623
15,3.7975480278333027,3.8382002234458925
16,3.6269246498743692,3.6675220251083376
17,3.55993089278539,3.596896469593048
18,3.387889258066813,3.4254334211349486
19,3.322028056780497,3.3548752665519714
20,3.281036885579427,3.314452123641968
21,3.145145297050476,3.179765498638153
22,2.9897675116856894,3.0247923374176025
23,2.918194127082825,2.9505061149597167
24,2.847595469156901,2.880149412155151
25,2.8266263524691264,2.855748188495636
26,2.7493277390797934,2.7779330968856812
27,2.609044071038564,2.639159154891968
28,2.4670063893000287,2.4950302243232727
29,2.3164748668670656,2.3407195925712587
30,2.08782688776652,2.108153373003006
31,1.6130665163199107,1.6263858795166015
32,1.06532528201739,1.0732907861471177
33,0.8867620428403219,0.890921825170517
34,0.7265509098768235,0.727384838461876
35,0.6624722361564637,0.6628449589014054
36,0.622870464126269,0.6232042580842971
37,0.5366471270720164,0.5374624103307724
38,0.5296824971834818,0.5301409095525742
39,0.543004384636879,0.5439934879541397
40,0.5003620555003484,0.49993306696414946
41,0.4495962500572205,0.4484692603349686
42,0.46844439407189686,0.46638336181640627
43,0.4954182729125023,0.49331457912921906
44,0.4578303426504135,0.45661361813545226
45,0.48164731115102766,0.47990209311246873
46,0.4640296066800753,0.4632419914007187
47,0.448441773156325,0.44753256589174273
48,0.4622159610191981,0.4617809891700745
49,0.4077887917558352,0.40695945024490354
50,0.4010109399755796,0.39945046603679657
51,0.3951537365714709,0.3936832144856453
52,0.420362751185894,0.4183976843953133
53,0.4164781615138054,0.4149561241269112
54,0.42597203801075617,0.4246485859155655
55,0.4550150915980339,0.45322694182395934
56,0.4262982149918874,0.4259235218167305
57,0.42806003193060554,0.4279116287827492
58,0.4068700517217318,0.4063090175390244
59,0.3581296031673749,0.3566931962966919
60,0.36441320727268856,0.3630487993359566
61,0.36816699653863905,0.3665059685707092
62,0.3919796044627825,0.39078592509031296
63,0.3710009550054868,0.37080803960561753
64,0.40257564981778465,0.40230353027582166
65,0.3862162888050079,0.3860767960548401
66,0.39906609455744424,0.3986448526382446
67,0.35636682212352755,0.3549461826682091
68,0.3598259543379148,0.3580577164888382
69,0.37734769384066263,0.37621899545192716
70,0.34755205710728965,0.34714931398630144
71,0.37717813650767007,0.37703864425420763
72,0.38135810047388075,0.3808881640434265
73,0.37848006139198936,0.37794955521821977
74,0.3495575656493505,0.34849710762500763
75,0.3425322150190671,0.34118601977825164
76,0.35274479786554974,0.35127540975809096
77,0.34406548688809074,0.34264733344316484
78,0.34539441963036854,0.3445363506674767
79,0.3492989172538122,0.34804269671440125
80,0.3343435198068619,0.3331678405404091
81,0.3450700292984645,0.34328435361385345
82,0.3340127026041349,0.3322965756058693
83,0.3623715291420619,0.3609017848968506
84,0.37823496709267296,0.3766824096441269
85,0.3861556376020114,0.38555769473314283
86,0.3701198493440946,0.3693400382995605
87,0.3738143468896548,0.3729301288723946
88,0.3851628298560778,0.3834670200943947
89,0.35781192034482956,0.35625103265047076
90,0.353811539709568,0.35239279121160505
91,0.36840256651242576,0.36693894267082217
92,0.3693634619315465,0.3672356173396111
93,0.3570991893609365,0.35558503717184065
94,0.3600924462080002,0.3587505340576172
95,0.35673051327466965,0.355426025390625
96,0.359748412668705,0.358377243578434
97,0.33761116315921147,0.33615989089012144
98,0.33999455521504085,0.3384084299206734
99,0.326111775636673,0.32459324300289155
100,0.33928958624601363,0.3376697301864624
101,0.34831730673710504,0.3470756858587265
102,0.3420520315567652,0.3407818257808685
103,0.35232281585534414,0.35097618997097013
104,0.346455151339372,0.3453518643975258
105,0.346421488126119,0.3452509894967079
106,0.368309286236763,0.36700751930475234
